date,open,high,low,close,adj_close,volume
"Mar 26, 2024","21,947.90","22,073.20","21,947.55","22,004.70","22,004.70",-
"Mar 22, 2024","21,932.20","22,180.70","21,883.30","22,096.75","22,096.75","388,700"
"Mar 21, 2024","21,989.90","22,080.95","21,941.30","22,011.95","22,011.95","353,200"
"Mar 20, 2024","21,843.90","21,930.90","21,710.20","21,839.10","21,839.10","312,400"
"Mar 19, 2024","21,946.45","21,978.30","21,793.10","21,817.45","21,817.45","344,200"
"Mar 18, 2024","21,990.10","22,123.70","21,916.55","22,055.70","22,055.70","356,300"
"Mar 15, 2024","22,064.85","22,120.90","21,931.70","22,023.35","22,023.35","661,500"
"Mar 14, 2024","21,982.55","22,204.60","21,917.50","22,146.65","22,146.65","426,700"
"Mar 13, 2024","22,432.20","22,446.75","21,905.65","21,997.70","21,997.70","493,300"
"Mar 12, 2024","22,334.45","22,452.55","22,256.00","22,335.70","22,335.70","299,200"
"Mar 11, 2024","22,517.50","22,526.60","22,307.25","22,332.65","22,332.65","277,900"
"Mar 07, 2024","22,505.30","22,525.65","22,430.00","22,493.55","22,493.55","379,900"
"Mar 06, 2024","22,327.50","22,497.20","22,224.35","22,474.05","22,474.05","312,300"
"Mar 05, 2024","22,371.25","22,416.90","22,269.15","22,356.30","22,356.30","296,200"
"Mar 04, 2024","22,403.50","22,440.90","22,358.30","22,405.60","22,405.60","298,800"
"Mar 01, 2024","22,048.30","22,353.30","22,047.75","22,338.75","22,338.75","351,500"
"Feb 29, 2024","21,935.20","22,060.55","21,860.65","21,982.80","21,982.80","360,200"
"Feb 28, 2024","22,214.10","22,229.15","21,915.85","21,951.15","21,951.15","203,000"
"Feb 27, 2024","22,090.20","22,218.25","22,085.65","22,198.35","22,198.35","252,200"
"Feb 26, 2024","22,169.20","22,202.15","22,075.15","22,122.05","22,122.05","207,800"
"Feb 23, 2024","22,290.00","22,297.50","22,186.10","22,212.70","22,212.70","226,000"
"Feb 22, 2024","22,081.55","22,252.50","21,875.25","22,217.45","22,217.45","343,500"
"Feb 21, 2024","22,248.85","22,249.40","21,997.95","22,055.05","22,055.05","364,500"
"Feb 20, 2024","22,099.20","22,215.60","22,045.85","22,196.95","22,196.95","295,700"
"Feb 19, 2024","22,103.45","22,186.65","22,021.05","22,122.25","22,122.25",-
"Feb 16, 2024","22,020.30","22,068.65","21,968.95","22,040.70","22,040.70","343,900"
"Feb 15, 2024","21,906.55","21,953.85","21,794.80","21,910.75","21,910.75","345,400"
"Feb 14, 2024","21,578.15","21,870.85","21,530.20","21,840.05","21,840.05","359,100"
"Feb 13, 2024","21,664.30","21,766.80","21,543.35","21,743.25","21,743.25","365,800"
"Feb 12, 2024","21,800.80","21,831.70","21,574.75","21,616.05","21,616.05","287,400"
"Feb 09, 2024","21,727.00","21,804.45","21,629.90","21,782.50","21,782.50","349,200"
"Feb 08, 2024","22,009.65","22,011.05","21,665.30","21,717.95","21,717.95","491,100"
"Feb 07, 2024","22,045.05","22,053.30","21,860.15","21,930.50","21,930.50","346,300"
"Feb 06, 2024","21,825.20","21,951.40","21,737.55","21,929.40","21,929.40","371,000"
"Feb 05, 2024","21,921.05","21,964.30","21,726.95","21,771.70","21,771.70","440,800"
"Feb 02, 2024","21,812.75","22,126.80","21,805.55","21,853.80","21,853.80","442,800"
"Feb 01, 2024","21,780.65","21,832.95","21,658.75","21,697.45","21,697.45","332,500"
"Jan 31, 2024","21,487.25","21,741.35","21,448.85","21,725.70","21,725.70","410,600"
"Jan 30, 2024","21,775.75","21,813.05","21,501.80","21,522.10","21,522.10","375,100"
"Jan 29, 2024","21,433.10","21,763.25","21,429.60","21,737.60","21,737.60","376,700"
"Jan 25, 2024","21,454.60","21,459.00","21,247.05","21,352.60","21,352.60","418,100"
"Jan 24, 2024","21,185.25","21,482.35","21,137.20","21,453.95","21,453.95","407,500"
"Jan 23, 2024","21,716.70","21,750.25","21,192.60","21,238.80","21,238.80","449,700"
"Jan 19, 2024","21,615.20","21,670.60","21,575.00","21,622.40","21,622.40","343,100"
"Jan 18, 2024","21,414.20","21,539.40","21,285.55","21,462.25","21,462.25","387,300"
"Jan 17, 2024","21,647.25","21,851.50","21,550.45","21,571.95","21,571.95","456,000"
"Jan 16, 2024","22,080.50","22,124.15","21,969.80","22,032.30","22,032.30","292,400"
"Jan 15, 2024","22,053.15","22,115.55","21,963.55","22,097.45","22,097.45","345,500"
"Jan 12, 2024","21,773.55","21,928.25","21,715.15","21,894.55","21,894.55","294,700"
"Jan 11, 2024","21,688.00","21,726.50","21,593.75","21,647.20","21,647.20","212,500"
"Jan 10, 2024","21,529.30","21,641.85","21,448.65","21,618.70","21,618.70","217,000"
"Jan 09, 2024","21,653.60","21,724.45","21,517.85","21,544.85","21,544.85","228,600"
"Jan 08, 2024","21,747.60","21,763.95","21,492.90","21,513.00","21,513.00","231,500"
"Jan 05, 2024","21,705.75","21,749.60","21,629.20","21,710.80","21,710.80","309,300"
"Jan 04, 2024","21,605.80","21,685.65","21,564.55","21,658.60","21,658.60","339,200"
"Jan 03, 2024","21,661.10","21,677.00","21,500.35","21,517.35","21,517.35","311,900"
"Jan 02, 2024","21,751.35","21,755.60","21,555.65","21,665.80","21,665.80","263,700"
"Jan 01, 2024","21,727.75","21,834.35","21,680.85","21,741.90","21,741.90","154,000"
"Dec 29, 2023","21,737.65","21,770.30","21,676.90","21,731.40","21,731.40","270,900"
"Dec 28, 2023","21,715.00","21,801.45","21,678.00","21,778.70","21,778.70","393,100"
"Dec 27, 2023","21,497.65","21,675.75","21,495.80","21,654.75","21,654.75","256,500"
"Dec 26, 2023","21,365.20","21,477.15","21,329.45","21,441.35","21,441.35","219,500"
"Dec 22, 2023","21,295.85","21,390.50","21,232.45","21,349.40","21,349.40","284,700"
"Dec 21, 2023","21,033.95","21,288.35","20,976.80","21,255.05","21,255.05","277,500"
"Dec 20, 2023","21,543.50","21,593.00","21,087.35","21,150.15","21,150.15","363,900"
"Dec 19, 2023","21,477.65","21,505.05","21,337.75","21,453.10","21,453.10","249,800"
"Dec 18, 2023","21,434.80","21,482.80","21,365.35","21,418.65","21,418.65","249,700"
"Dec 15, 2023","21,287.45","21,492.30","21,235.30","21,456.65","21,456.65","508,800"
"Dec 14, 2023","21,110.40","21,210.90","21,074.45","21,182.70","21,182.70","334,400"
"Dec 13, 2023","20,929.75","20,950.00","20,769.50","20,926.35","20,926.35","260,300"
"Dec 12, 2023","21,018.55","21,037.90","20,867.15","20,906.40","20,906.40","244,900"
"Dec 11, 2023","20,965.30","21,026.10","20,923.70","20,997.10","20,997.10","212,900"
"Dec 08, 2023","20,934.10","21,006.10","20,862.70","20,969.40","20,969.40","292,400"
"Dec 07, 2023","20,932.40","20,941.25","20,850.80","20,901.15","20,901.15","275,000"
"Dec 06, 2023","20,950.75","20,961.95","20,852.15","20,937.70","20,937.70","359,200"
"Dec 05, 2023","20,808.90","20,864.05","20,711.15","20,855.10","20,855.10","421,000"
"Dec 04, 2023","20,601.95","20,702.65","20,507.75","20,686.80","20,686.80","381,100"
"Dec 01, 2023","20,194.10","20,291.55","20,183.70","20,267.90","20,267.90","265,800"
"Nov 30, 2023","20,108.50","20,158.70","20,015.85","20,133.15","20,133.15","486,600"
"Nov 29, 2023","19,976.55","20,104.65","19,956.30","20,096.60","20,096.60","236,200"
"Nov 28, 2023","19,844.65","19,916.85","19,800.00","19,889.70","19,889.70","229,600"
"Nov 24, 2023","19,809.60","19,832.85","19,768.85","19,794.70","19,794.70","145,900"
"Nov 23, 2023","19,828.45","19,875.15","19,786.75","19,802.00","19,802.00","170,000"
"Nov 22, 2023","19,784.00","19,825.55","19,703.85","19,811.85","19,811.85","184,500"
"Nov 21, 2023","19,770.90","19,829.10","19,754.05","19,783.40","19,783.40","195,000"
"Nov 20, 2023","19,731.15","19,756.45","19,670.50","19,694.00","19,694.00","173,800"
"Nov 17, 2023","19,674.75","19,806.00","19,667.45","19,731.80","19,731.80","236,800"
"Nov 16, 2023","19,674.70","19,875.25","19,627.00","19,765.20","19,765.20","282,700"
"Nov 15, 2023","19,651.40","19,693.20","19,579.65","19,675.45","19,675.45","291,500"
"Nov 13, 2023","19,486.75","19,494.40","19,414.75","19,443.55","19,443.55","189,300"
"Nov 10, 2023","19,351.85","19,451.30","19,329.45","19,425.35","19,425.35","152,200"
"Nov 09, 2023","19,457.40","19,463.90","19,378.35","19,395.30","19,395.30","208,400"
"Nov 08, 2023","19,449.60","19,464.40","19,401.50","19,443.50","19,443.50","195,000"
"Nov 07, 2023","19,404.05","19,423.50","19,329.10","19,406.70","19,406.70","198,700"
"Nov 06, 2023","19,345.85","19,423.00","19,309.70","19,411.75","19,411.75","180,700"
"Nov 03, 2023","19,241.00","19,276.25","19,210.90","19,230.60","19,230.60","189,500"
"Nov 02, 2023","19,120.00","19,175.25","19,064.15","19,133.25","19,133.25","245,600"
"Nov 01, 2023","19,064.05","19,096.05","18,973.70","18,989.15","18,989.15","194,100"
"Oct 31, 2023","19,232.95","19,233.70","19,056.45","19,079.60","19,079.60","206,000"
"Oct 30, 2023","19,053.40","19,158.50","18,940.00","19,140.90","19,140.90","180,100"
"Oct 27, 2023","18,928.75","19,076.15","18,926.65","19,047.25","19,047.25","205,200"
"Oct 26, 2023","19,027.25","19,041.70","18,837.85","18,857.25","18,857.25","300,400"
"Oct 25, 2023","19,286.45","19,347.30","19,074.15","19,122.15","19,122.15","225,300"
"Oct 23, 2023","19,521.60","19,556.85","19,257.85","19,281.75","19,281.75","176,000"
"Oct 20, 2023","19,542.15","19,593.80","19,518.70","19,542.65","19,542.65","198,300"
"Oct 19, 2023","19,545.20","19,681.80","19,512.35","19,624.70","19,624.70","230,300"
"Oct 18, 2023","19,820.45","19,840.95","19,659.95","19,671.10","19,671.10","198,900"
"Oct 17, 2023","19,843.20","19,849.75","19,775.65","19,811.50","19,811.50","185,800"
"Oct 16, 2023","19,737.25","19,781.30","19,691.85","19,731.75","19,731.75","181,000"
"Oct 13, 2023","19,654.55","19,805.40","19,635.30","19,751.05","19,751.05","255,000"
"Oct 12, 2023","19,822.70","19,843.30","19,772.65","19,794.00","19,794.00","217,900"
"Oct 11, 2023","19,767.00","19,839.20","19,756.95","19,811.35","19,811.35","213,700"
"Oct 10, 2023","19,565.60","19,717.80","19,565.45","19,689.85","19,689.85","216,600"
"Oct 09, 2023","19,539.45","19,588.95","19,480.50","19,512.35","19,512.35","165,100"
"Oct 06, 2023","19,621.20","19,675.75","19,589.40","19,653.50","19,653.50","159,100"
"Oct 05, 2023","19,521.85","19,576.95","19,487.30","19,545.75","19,545.75","234,900"
"Oct 04, 2023","19,446.30","19,457.80","19,333.60","19,436.10","19,436.10","277,100"
"Oct 03, 2023","19,622.40","19,623.20","19,479.65","19,528.75","19,528.75","221,700"
"Sep 29, 2023","19,581.20","19,726.25","19,551.05","19,638.30","19,638.30","243,500"
"Sep 28, 2023","19,761.80","19,766.65","19,492.10","19,523.55","19,523.55","352,800"
"Sep 27, 2023","19,637.05","19,730.70","19,554.00","19,716.45","19,716.45","203,600"
"Sep 26, 2023","19,682.80","19,699.35","19,637.45","19,664.70","19,664.70","204,900"
"Sep 25, 2023","19,678.20","19,734.15","19,601.55","19,674.55","19,674.55","188,400"
"Sep 22, 2023","19,744.85","19,798.65","19,657.50","19,674.25","19,674.25","246,400"
"Sep 21, 2023","19,840.55","19,848.75","19,709.95","19,742.35","19,742.35","275,100"
"Sep 20, 2023","19,980.75","20,050.65","19,878.85","19,901.40","19,901.40","378,100"
"Sep 18, 2023","20,155.95","20,195.35","20,115.70","20,133.30","20,133.30","264,900"
"Sep 15, 2023","20,156.45","20,222.45","20,129.70","20,192.35","20,192.35","438,200"
"Sep 14, 2023","20,127.95","20,167.65","20,043.45","20,103.10","20,103.10","275,100"
"Sep 13, 2023","19,989.50","20,096.90","19,944.10","20,070.00","20,070.00","251,400"
"Sep 12, 2023","20,110.15","20,110.35","19,914.65","19,993.20","19,993.20","328,100"
"Sep 11, 2023","19,890.00","20,008.15","19,865.35","19,996.35","19,996.35","248,800"
"Sep 08, 2023","19,774.80","19,867.15","19,727.05","19,819.95","19,819.95","288,100"
"Sep 07, 2023","19,598.65","19,737.00","19,550.05","19,727.05","19,727.05","304,900"
"Sep 06, 2023","19,581.20","19,636.45","19,491.50","19,611.05","19,611.05","287,600"
"Sep 05, 2023","19,564.65","19,587.05","19,525.75","19,574.90","19,574.90","256,800"
"Sep 04, 2023","19,525.05","19,545.15","19,432.85","19,528.80","19,528.80","296,800"
"Sep 01, 2023","19,258.15","19,458.55","19,255.70","19,435.30","19,435.30","333,000"
"Aug 31, 2023","19,375.55","19,388.20","19,223.65","19,253.80","19,253.80","562,600"
"Aug 30, 2023","19,433.45","19,452.80","19,334.75","19,347.45","19,347.45","233,000"
"Aug 29, 2023","19,374.85","19,377.90","19,309.10","19,342.65","19,342.65","307,400"
"Aug 28, 2023","19,298.35","19,366.85","19,249.70","19,306.05","19,306.05","248,200"
"Aug 25, 2023","19,297.40","19,339.55","19,229.70","19,265.80","19,265.80","466,500"
"Aug 24, 2023","19,535.15","19,584.45","19,369.00","19,386.70","19,386.70","268,300"
"Aug 23, 2023","19,439.20","19,472.05","19,366.60","19,444.00","19,444.00","225,200"
"Aug 22, 2023","19,417.10","19,443.50","19,381.30","19,396.45","19,396.45","208,700"
"Aug 21, 2023","19,320.65","19,425.95","19,296.30","19,393.60","19,393.60","262,600"
"Aug 18, 2023","19,301.75","19,373.80","19,253.60","19,310.15","19,310.15","256,100"
"Aug 17, 2023","19,450.55","19,461.55","19,326.25","19,365.25","19,365.25","268,700"
"Aug 16, 2023","19,369.00","19,482.75","19,317.20","19,465.00","19,465.00",-
"Aug 14, 2023","19,383.95","19,465.85","19,257.90","19,434.55","19,434.55","243,900"
"Aug 11, 2023","19,554.25","19,557.75","19,412.75","19,428.30","19,428.30","235,500"
"Aug 10, 2023","19,605.55","19,623.60","19,495.40","19,543.10","19,543.10","312,200"
"Aug 09, 2023","19,578.80","19,645.50","19,467.50","19,632.55","19,632.55","266,500"
"Aug 08, 2023","19,627.20","19,634.40","19,533.10","19,570.85","19,570.85","260,300"
"Aug 07, 2023","19,576.85","19,620.45","19,524.80","19,597.30","19,597.30","216,600"
"Aug 04, 2023","19,462.80","19,538.85","19,436.45","19,517.00","19,517.00","280,800"
"Aug 03, 2023","19,463.75","19,537.65","19,296.45","19,381.65","19,381.65","315,700"
"Aug 02, 2023","19,655.40","19,678.25","19,423.55","19,526.55","19,526.55","290,700"
"Aug 01, 2023","19,784.00","19,795.60","19,704.60","19,733.55","19,733.55","298,000"
"Jul 31, 2023","19,666.35","19,772.75","19,597.60","19,753.80","19,753.80","295,100"
"Jul 28, 2023","19,659.75","19,695.90","19,563.10","19,646.05","19,646.05","258,700"
"Jul 27, 2023","19,850.90","19,867.55","19,603.55","19,659.90","19,659.90","334,900"
"Jul 26, 2023","19,733.35","19,825.60","19,716.70","19,778.30","19,778.30","244,700"
"Jul 25, 2023","19,729.35","19,729.35","19,615.95","19,680.60","19,680.60","369,700"
"Jul 24, 2023","19,748.45","19,782.75","19,658.30","19,672.35","19,672.35","265,600"
"Jul 21, 2023","19,800.45","19,887.40","19,700.00","19,745.00","19,745.00","312,500"
"Jul 20, 2023","19,831.70","19,991.85","19,758.40","19,979.15","19,979.15","274,700"
"Jul 19, 2023","19,802.95","19,851.70","19,727.45","19,833.15","19,833.15","259,700"
"Jul 18, 2023","19,787.50","19,819.45","19,690.20","19,749.25","19,749.25","286,400"
"Jul 17, 2023","19,612.15","19,731.85","19,562.95","19,711.45","19,711.45","268,700"
"Jul 14, 2023","19,493.45","19,595.35","19,433.50","19,564.50","19,564.50","291,200"
"Jul 13, 2023","19,495.20","19,567.00","19,385.80","19,413.75","19,413.75","310,400"
"Jul 12, 2023","19,497.45","19,507.70","19,361.75","19,384.30","19,384.30","327,900"
"Jul 11, 2023","19,427.10","19,515.10","19,406.45","19,439.40","19,439.40","251,300"
"Jul 10, 2023","19,400.35","19,435.85","19,327.10","19,355.90","19,355.90","268,200"
"Jul 07, 2023","19,422.80","19,523.60","19,303.60","19,331.80","19,331.80","237,100"
"Jul 06, 2023","19,385.70","19,512.20","19,373.00","19,497.30","19,497.30","268,300"
"Jul 05, 2023","19,405.95","19,421.60","19,339.60","19,398.50","19,398.50","224,400"
"Jul 04, 2023","19,406.60","19,434.15","19,300.00","19,389.00","19,389.00","226,900"
"Jul 03, 2023","19,246.50","19,345.10","19,234.40","19,322.55","19,322.55","226,100"
"Jun 30, 2023","19,076.85","19,201.70","19,024.60","19,189.05","19,189.05","247,900"
"Jun 28, 2023","18,908.15","19,011.25","18,861.35","18,972.10","18,972.10","398,800"
"Jun 27, 2023","18,748.55","18,829.25","18,714.25","18,817.40","18,817.40","222,500"
"Jun 26, 2023","18,682.35","18,722.05","18,646.70","18,691.20","18,691.20","171,300"
"Jun 23, 2023","18,741.85","18,756.40","18,647.10","18,665.50","18,665.50","210,600"
"Jun 22, 2023","18,853.60","18,886.60","18,759.50","18,771.25","18,771.25","252,700"
"Jun 21, 2023","18,849.40","18,875.90","18,794.85","18,856.85","18,856.85","217,500"
"Jun 20, 2023","18,752.35","18,839.70","18,660.65","18,816.70","18,816.70","211,600"
"Jun 19, 2023","18,873.30","18,881.45","18,719.15","18,755.45","18,755.45","219,800"
"Jun 16, 2023","18,723.30","18,864.70","18,710.50","18,826.00","18,826.00","272,800"
"Jun 15, 2023","18,774.45","18,794.10","18,669.05","18,688.10","18,688.10","263,000"
"Jun 14, 2023","18,744.60","18,769.70","18,690.00","18,755.90","18,755.90","261,400"
"Jun 13, 2023","18,631.80","18,728.90","18,631.80","18,716.15","18,716.15","233,200"
"Jun 12, 2023","18,595.05","18,633.60","18,559.75","18,601.50","18,601.50","179,500"
"Jun 09, 2023","18,655.90","18,676.65","18,555.40","18,563.40","18,563.40","221,800"
"Jun 08, 2023","18,725.35","18,777.90","18,615.60","18,634.55","18,634.55","286,500"
"Jun 07, 2023","18,665.60","18,738.95","18,636.00","18,726.40","18,726.40","260,100"
"Jun 06, 2023","18,600.80","18,622.75","18,531.60","18,599.00","18,599.00","220,800"
"Jun 05, 2023","18,612.00","18,640.15","18,582.80","18,593.85","18,593.85","256,100"
"Jun 02, 2023","18,550.85","18,573.70","18,478.40","18,534.10","18,534.10","270,900"
"Jun 01, 2023","18,579.40","18,580.30","18,464.55","18,487.75","18,487.75","265,600"
"May 31, 2023","18,594.20","18,603.90","18,483.85","18,534.40","18,534.40","696,500"
"May 30, 2023","18,606.65","18,662.45","18,575.50","18,633.85","18,633.85","234,400"
"May 29, 2023","18,619.15","18,641.20","18,581.25","18,598.65","18,598.65","265,300"
"May 26, 2023","18,368.35","18,508.55","18,333.15","18,499.35","18,499.35","198,700"
"May 25, 2023","18,268.90","18,338.10","18,202.40","18,321.15","18,321.15","235,900"
"May 24, 2023","18,294.80","18,392.60","18,262.95","18,285.40","18,285.40","232,600"
"May 23, 2023","18,362.90","18,419.75","18,324.20","18,348.00","18,348.00","270,400"
"May 22, 2023","18,201.10","18,335.25","18,178.85","18,314.40","18,314.40","262,600"
"May 19, 2023","18,186.15","18,218.10","18,060.40","18,203.40","18,203.40","260,900"
"May 18, 2023","18,287.50","18,297.20","18,104.85","18,129.95","18,129.95","272,100"
"May 17, 2023","18,300.45","18,309.00","18,115.35","18,181.75","18,181.75","229,900"
"May 16, 2023","18,432.35","18,432.35","18,264.35","18,286.50","18,286.50","219,500"
"May 15, 2023","18,339.30","18,458.90","18,287.90","18,398.85","18,398.85","216,100"
"May 12, 2023","18,273.75","18,342.75","18,194.55","18,314.80","18,314.80","241,700"
"May 11, 2023","18,357.80","18,389.70","18,270.40","18,297.00","18,297.00","248,900"
"May 10, 2023","18,313.60","18,326.75","18,211.95","18,315.10","18,315.10","220,500"
"May 09, 2023","18,303.40","18,344.20","18,229.65","18,265.95","18,265.95","245,400"
"May 08, 2023","18,120.60","18,286.95","18,100.30","18,264.40","18,264.40","228,400"
"May 05, 2023","18,117.30","18,216.95","18,055.45","18,069.00","18,069.00","239,700"
"May 04, 2023","18,081.00","18,267.45","18,066.70","18,255.80","18,255.80","226,600"
"May 03, 2023","18,113.80","18,116.35","18,042.40","18,089.85","18,089.85","226,200"
"May 02, 2023","18,124.80","18,180.25","18,101.75","18,147.65","18,147.65","265,200"
"Apr 28, 2023","17,950.40","18,089.15","17,885.30","18,065.00","18,065.00","290,300"
"Apr 27, 2023","17,813.10","17,931.60","17,797.90","17,915.05","17,915.05","241,400"
"Apr 26, 2023","17,767.30","17,827.75","17,711.20","17,813.60","17,813.60","233,000"
"Apr 25, 2023","17,761.55","17,807.45","17,716.85","17,769.25","17,769.25","297,400"
"Apr 24, 2023","17,707.55","17,754.50","17,612.50","17,743.40","17,743.40","255,700"
"Apr 21, 2023","17,639.75","17,663.20","17,553.95","17,624.05","17,624.05","230,200"
"Apr 20, 2023","17,638.60","17,684.45","17,584.35","17,624.45","17,624.45","215,100"
"Apr 19, 2023","17,653.35","17,666.15","17,579.85","17,618.75","17,618.75","281,500"
"Apr 18, 2023","17,766.60","17,766.60","17,610.20","17,660.15","17,660.15","258,900"
"Apr 17, 2023","17,863.00","17,863.00","17,574.05","17,706.85","17,706.85","357,400"
"Apr 13, 2023","17,807.30","17,842.15","17,729.65","17,828.00","17,828.00","285,800"
"Apr 12, 2023","17,759.55","17,825.75","17,717.25","17,812.40","17,812.40","232,800"
"Apr 11, 2023","17,704.80","17,748.75","17,655.15","17,722.30","17,722.30","304,300"
"Apr 10, 2023","17,634.90","17,694.10","17,597.95","17,624.05","17,624.05","254,800"
"Apr 06, 2023","17,533.85","17,638.70","17,502.85","17,599.15","17,599.15","242,700"
"Apr 05, 2023","17,422.30","17,570.55","17,402.70","17,557.05","17,557.05","248,300"
"Apr 03, 2023","17,427.95","17,428.05","17,312.75","17,398.05","17,398.05","230,200"
"Mar 31, 2023","17,210.35","17,381.60","17,204.65","17,359.75","17,359.75","263,900"
"Mar 29, 2023","16,977.30","17,126.15","16,940.60","17,080.70","17,080.70","345,900"
"Mar 28, 2023","17,031.75","17,061.75","16,913.75","16,951.70","16,951.70","238,800"
"Mar 27, 2023","16,984.30","17,091.00","16,918.55","16,985.70","16,985.70","218,400"
